[,6.4031242374328485
p,5.0
4,2.23606797749979
[p,8.0
p4,2.8284271247461903
[4,6.324555320336759
X,7.211102550927978
1,7.211102550927978
5,7.0710678118654755
X1,8.0
15,11.045361017187261
X5,14.212670403551895
e,2.23606797749979
d,7.615773105863909
C,4.47213595499958
ed,6.082762530298219
dC,5.0990195135927845
eC,2.23606797749979
E,4.47213595499958
w,9.899494936611665
1,2.23606797749979
Ew,5.830951894845301
w1,9.433981132056603
E1,3.605551275463989
9,7.0710678118654755
{,8.06225774829855
(,8.602325267042627
9{,13.601470508735444
{(,11.180339887498949
9(,6.0
s,7.211102550927978
E,5.830951894845301
5,6.708203932499369
sE,13.038404810405298
E5,1.0
s5,13.892443989449804
W,6.708203932499369
4,6.324555320336759
a,7.615773105863909
W4,5.0
4a,13.92838827718412
Wa,13.45362404707371
b,8.602325267042627
K,1.4142135623730951
^,5.385164807134504
bK,7.211102550927978
K^,6.708203932499369
b^,13.45362404707371
D,7.0710678118654755
Q,6.4031242374328485
],5.830951894845301
DQ,5.0
Q],10.04987562112089
D],7.211102550927978
M,7.211102550927978
!,7.615773105863909
},3.605551275463989
M!,14.212670403551895
!},4.123105625617661
M},10.63014581273465
k,4.123105625617661
q,5.830951894845301
2,6.082762530298219
kq,2.23606797749979
q2,10.816653826391969
k2,8.602325267042627
3,5.385164807134504
H,7.615773105863909
%,5.385164807134504
3H,5.385164807134504
H%,9.219544457292887
3%,4.0
;,7.211102550927978
7,5.0
_,5.0
;7,12.206555615733702
7_,8.0
;_,7.280109889280518
{,2.23606797749979
F,3.605551275463989
j,5.0
{F,4.0
Fj,2.8284271247461903
{j,6.324555320336759
<,9.219544457292887
{,7.211102550927978
U,5.0
<{,11.0
{U,12.041594578792296
<U,9.486832980505138
a,2.0
r,7.810249675906654
n,6.4031242374328485
ar,6.708203932499369
rn,14.212670403551895
an,7.810249675906654
*,8.06225774829855
&,6.4031242374328485
Z,8.06225774829855
*&,8.246211251235321
&Z,14.422205101855956
*Z,14.0
F,4.47213595499958
?,5.385164807134504
b,8.48528137423857
F?,4.123105625617661
?b,11.704699910719626
Fb,12.806248474865697
L,4.123105625617661
6,7.0710678118654755
o,2.0
L6,8.54400374531753
6o,5.0990195135927845
Lo,5.0
h,5.0
u,4.242640687119285
P,6.324555320336759
hu,9.219544457292887
uP,10.295630140987
hP,3.605551275463989
$,6.708203932499369
6,1.4142135623730951
C,7.810249675906654
$6,5.385164807134504
6C,7.810249675906654
$C,11.40175425099138
>,5.0
x,3.605551275463989
;,7.810249675906654
>x,7.0710678118654755
x;,4.242640687119285
>;,10.198039027185569
